tick,agentId,energy,belief,llr,neighborsCount,speed,distanceTraveled,resourcesGathered,isSleeper
1725,22,19.1,0.49,0.039,0,2.1,3232,242,0
1725,23,0,0.92,-2.438,1,0.98,1065,46,0
1725,24,0,0.742,-1.055,0,2.05,969,31,0
1725,25,0,0.933,-2.63,2,1.13,890,0,1
1725,26,0,0.802,-1.4,2,0.76,665,0,0
1725,27,0,0.807,-1.428,6,1.53,834,1,0
1725,28,0,0.809,-1.445,0,1.06,919,34,0
1725,29,0,0.91,-2.318,1,1.24,483,0,0
1725,30,0,0.941,-2.771,2,0.41,307,0,1
1725,31,0,0.946,-2.864,1,1.03,1176,47,1
1725,32,18.5,0.791,-1.333,0,1.63,2878,196,0
1725,33,0,0.823,-1.536,4,1.78,984,32,0
1725,34,0,0.918,-2.41,1,1.37,880,22,0
1725,35,0,0.912,-2.344,5,1.83,1176,33,0
1725,36,0,0.114,2.054,0,1.44,2664,320,0
1725,37,0,0.751,-1.105,2,2.19,2446,103,0
1725,38,0,0.911,-2.33,3,1.69,924,2,0
1725,39,5.7,0.626,-0.517,1,1.17,1944,160,0
1725,40,0,0.637,-0.56,1,0.98,520,0,0
1725,41,0,0.891,-2.101,1,1.39,1240,33,0
1725,42,98.6,0.651,-0.621,2,1.21,2501,510,0
1725,43,0,0.91,-2.309,3,0.73,410,0,0
1725,44,0,0.869,-1.891,1,2.3,1574,49,0
1725,45,0,0.874,-1.933,5,1.47,967,0,0
1725,46,0,0.585,-0.344,0,1.31,1568,75,0
1725,47,63,0.952,-2.993,0,1.53,2263,236,1
1725,48,0,0.931,-2.603,1,1.27,834,0,1
1725,49,0,0.912,-2.34,3,1.35,916,0,0
1725,50,0,0.976,-3.706,2,0.54,332,0,1
1730,1,0,0.899,-2.186,1,1.43,899,0,0
1730,2,0,0.924,-2.5,2,1.46,885,0,0
1730,3,18.5,0.862,-1.83,0,0.9,1526,192,0
1730,4,0,0.321,0.751,0,0.22,447,50,0
1730,5,0,0.806,-1.423,4,2.15,1357,47,0
1730,6,0,0.862,-1.83,0,1.62,881,0,0
1730,7,0,0.474,0.105,0,0.62,1368,140,0
1730,8,0,0.942,-2.788,2,1.22,646,0,1
1730,9,10,0.653,-0.633,1,1.56,2683,240,0
1730,10,0,0.785,-1.297,3,1.36,855,0,0
1730,11,0,0.776,-1.244,2,1.43,1595,175,0
1730,12,100,0.866,-1.868,0,0.94,2108,460,0
1730,13,0,0.92,-2.44,1,0.49,413,0,0
1730,14,0,0.923,-2.48,3,1.31,687,0,0
1730,15,0,0.774,-1.23,0,1.39,1966,136,0
1730,16,0,0,6.907,0,1.67,2533,222,0
1730,17,0,0.825,-1.551,4,1.49,950,0,0
1730,18,0,0.652,-0.627,2,1.9,821,0,0
1730,19,0,0.9,-2.199,1,1.29,871,27,0
1730,20,0,0.772,-1.219,2,0.99,737,58,0
1730,21,0,0.861,-1.827,4,1.33,834,0,0
1730,22,18.2,0.485,0.059,0,2.12,3242,242,0
1730,23,0,0.92,-2.438,1,0.98,1065,46,0
1730,24,0,0.742,-1.055,0,2.05,969,31,0
1730,25,0,0.933,-2.63,2,1.13,890,0,1
1730,26,0,0.802,-1.4,2,0.76,665,0,0
1730,27,0,0.807,-1.428,6,1.53,834,1,0
1730,28,0,0.809,-1.445,0,1.06,919,34,0
1730,29,0,0.91,-2.318,1,1.24,483,0,0
1730,30,0,0.941,-2.771,2,0.41,307,0,1
1730,31,0,0.946,-2.864,1,1.03,1176,47,1
1730,32,17.7,0.786,-1.303,0,1.65,2886,196,0
1730,33,0,0.823,-1.536,4,1.78,984,32,0
1730,34,0,0.918,-2.41,1,1.37,880,22,0
1730,35,0,0.912,-2.344,5,1.83,1176,33,0
1730,36,0,0.114,2.054,0,1.44,2664,320,0
1730,37,0,0.751,-1.105,2,2.19,2446,103,0
1730,38,0,0.911,-2.33,3,1.69,924,2,0
1730,39,5,0.645,-0.597,1,1.13,1950,160,0
1730,40,0,0.637,-0.56,1,0.98,520,0,0
1730,41,0,0.891,-2.101,1,1.39,1240,33,0
1730,42,100,0.645,-0.599,2,1.14,2507,517,0
1730,43,0,0.91,-2.309,3,0.73,410,0,0
1730,44,0,0.869,-1.891,1,2.3,1574,49,0
1730,45,0,0.874,-1.933,5,1.47,967,0,0
1730,46,0,0.585,-0.344,0,1.31,1568,75,0
1730,47,62.3,0.935,-2.664,0,1.52,2270,236,1
1730,48,0,0.931,-2.603,1,1.27,834,0,1
1730,49,0,0.912,-2.34,3,1.35,916,0,0
1730,50,0,0.976,-3.706,2,0.54,332,0,1
1735,1,0,0.899,-2.186,1,1.43,899,0,0
1735,2,0,0.924,-2.5,2,1.46,885,0,0
1735,3,17.9,0.857,-1.789,0,0.91,1531,192,0
1735,4,0,0.321,0.751,0,0.22,447,50,0
1735,5,0,0.806,-1.423,4,2.15,1357,47,0
1735,6,0,0.862,-1.83,0,1.62,881,0,0
1735,7,0,0.474,0.105,0,0.62,1368,140,0
1735,8,0,0.942,-2.788,2,1.22,646,0,1
1735,9,9.2,0.642,-0.583,1,1.43,2690,240,0
1735,10,0,0.785,-1.297,3,1.36,855,0,0
1735,11,0,0.776,-1.244,2,1.43,1595,175,0
1735,12,99.8,0.861,-1.826,0,0.95,2113,463,0
1735,13,0,0.92,-2.44,1,0.49,413,0,0
1735,14,0,0.923,-2.48,3,1.31,687,0,0
1735,15,0,0.774,-1.23,0,1.39,1966,136,0
1735,16,0,0,6.907,0,1.67,2533,222,0
1735,17,0,0.825,-1.551,4,1.49,950,0,0
1735,18,0,0.652,-0.627,2,1.9,821,0,0
1735,19,0,0.9,-2.199,1,1.29,871,27,0
1735,20,0,0.772,-1.219,2,0.99,737,58,0
1735,21,0,0.861,-1.827,4,1.33,834,0,0
1735,22,17.3,0.48,0.079,0,2.13,3253,242,0
1735,23,0,0.92,-2.438,1,0.98,1065,46,0
1735,24,0,0.742,-1.055,0,2.05,969,31,0
1735,25,0,0.933,-2.63,2,1.13,890,0,1
1735,26,0,0.802,-1.4,2,0.76,665,0,0
1735,27,0,0.807,-1.428,6,1.53,834,1,0
1735,28,0,0.809,-1.445,0,1.06,919,34,0
1735,29,0,0.91,-2.318,1,1.24,483,0,0
1735,30,0,0.941,-2.771,2,0.41,307,0,1
1735,31,0,0.946,-2.864,1,1.03,1176,47,1
1735,32,16.9,0.781,-1.273,0,1.66,2894,196,0
1735,33,0,0.823,-1.536,4,1.78,984,32,0
1735,34,0,0.918,-2.41,1,1.37,880,22,0
1735,35,0,0.912,-2.344,5,1.83,1176,33,0
1735,36,0,0.114,2.054,0,1.44,2664,320,0
1735,37,0,0.751,-1.105,2,2.19,2446,103,0
1735,38,0,0.911,-2.33,3,1.69,924,2,0
1735,39,4.4,0.643,-0.587,1,1.09,1955,160,0
1735,40,0,0.637,-0.56,1,0.98,520,0,0
1735,41,0,0.891,-2.101,1,1.39,1240,33,0
1735,42,100,0.645,-0.597,2,1.05,2512,524,0
1735,43,0,0.91,-2.309,3,0.73,410,0,0
1735,44,0,0.869,-1.891,1,2.3,1574,49,0
1735,45,0,0.874,-1.933,5,1.47,967,0,0
1735,46,0,0.585,-0.344,0,1.31,1568,75,0
1735,47,61.6,0.98,-3.879,0,1.53,2278,236,1
1735,48,0,0.931,-2.603,1,1.27,834,0,1
1735,49,0,0.912,-2.34,3,1.35,916,0,0
1735,50,0,0.976,-3.706,2,0.54,332,0,1
1740,1,0,0.899,-2.186,1,1.43,899,0,0
1740,2,0,0.924,-2.5,2,1.46,885,0,0
1740,3,17.3,0.852,-1.749,0,0.92,1535,192,0
1740,4,0,0.321,0.751,0,0.22,447,50,0
1740,5,0,0.806,-1.423,4,2.15,1357,47,0
1740,6,0,0.862,-1.83,0,1.62,881,0,0
1740,7,0,0.474,0.105,0,0.62,1368,140,0
1740,8,0,0.942,-2.788,2,1.22,646,0,1
1740,9,8.5,0.646,-0.602,1,1.35,2697,240,0
1740,10,0,0.785,-1.297,3,1.36,855,0,0
1740,11,0,0.776,-1.244,2,1.43,1595,175,0
1740,12,99.2,0.856,-1.785,0,0.96,2118,463,0
1740,13,0,0.92,-2.44,1,0.49,413,0,0
1740,14,0,0.923,-2.48,3,1.31,687,0,0
1740,15,0,0.774,-1.23,0,1.39,1966,136,0
1740,16,0,0,6.907,0,1.67,2533,222,0
1740,17,0,0.825,-1.551,4,1.49,950,0,0
1740,18,0,0.652,-0.627,2,1.9,821,0,0
1740,19,0,0.9,-2.199,1,1.29,871,27,0
1740,20,0,0.772,-1.219,2,0.99,737,58,0
1740,21,0,0.861,-1.827,4,1.33,834,0,0
1740,22,16.4,0.475,0.099,0,2.15,3264,242,0
1740,23,0,0.92,-2.438,1,0.98,1065,46,0
1740,24,0,0.742,-1.055,0,2.05,969,31,0
1740,25,0,0.933,-2.63,2,1.13,890,0,1
1740,26,0,0.802,-1.4,2,0.76,665,0,0
1740,27,0,0.807,-1.428,6,1.53,834,1,0
1740,28,0,0.809,-1.445,0,1.06,919,34,0
1740,29,0,0.91,-2.318,1,1.24,483,0,0
1740,30,0,0.941,-2.771,2,0.41,307,0,1
1740,31,0,0.946,-2.864,1,1.03,1176,47,1
1740,32,16.1,0.776,-1.244,0,1.67,2902,196,0
1740,33,0,0.823,-1.536,4,1.78,984,32,0
1740,34,0,0.918,-2.41,1,1.37,880,22,0
1740,35,0,0.912,-2.344,5,1.83,1176,33,0
1740,36,0,0.114,2.054,0,1.44,2664,320,0
1740,37,0,0.751,-1.105,2,2.19,2446,103,0
1740,38,0,0.911,-2.33,3,1.69,924,2,0
1740,39,3.7,0.649,-0.613,1,1.08,1961,160,0
1740,40,0,0.637,-0.56,1,0.98,520,0,0
1740,41,0,0.891,-2.101,1,1.39,1240,33,0
1740,42,100,0.644,-0.593,2,0.93,2517,531,0
1740,43,0,0.91,-2.309,3,0.73,410,0,0
1740,44,0,0.869,-1.891,1,2.3,1574,49,0
1740,45,0,0.874,-1.933,5,1.47,967,0,0
1740,46,0,0.585,-0.344,0,1.31,1568,75,0
1740,47,60.9,0.984,-4.091,0,1.53,2286,236,1
1740,48,0,0.931,-2.603,1,1.27,834,0,1
1740,49,0,0.912,-2.34,3,1.35,916,0,0
1740,50,0,0.976,-3.706,2,0.54,332,0,1
1745,1,0,0.899,-2.186,1,1.43,899,0,0
1745,2,0,0.924,-2.5,2,1.46,885,0,0
1745,3,16.7,0.847,-1.71,0,0.94,1540,192,0
1745,4,0,0.321,0.751,0,0.22,447,50,0
1745,5,0,0.806,-1.423,4,2.15,1357,47,0
1745,6,0,0.862,-1.83,0,1.62,881,0,0
1745,7,0,0.474,0.105,0,0.62,1368,140,0
1745,8,0,0.942,-2.788,2,1.22,646,0,1
1745,9,7.8,0.647,-0.604,1,1.3,2703,240,0
1745,10,0,0.785,-1.297,3,1.36,855,0,0
1745,11,0,0.776,-1.244,2,1.43,1595,175,0
1745,12,98.6,0.851,-1.745,0,0.97,2123,463,0
1745,13,0,0.92,-2.44,1,0.49,413,0,0
1745,14,0,0.923,-2.48,3,1.31,687,0,0
1745,15,0,0.774,-1.23,0,1.39,1966,136,0
1745,16,0,0,6.907,0,1.67,2533,222,0
1745,17,0,0.825,-1.551,4,1.49,950,0,0
1745,18,0,0.652,-0.627,2,1.9,821,0,0
1745,19,0,0.9,-2.199,1,1.29,871,27,0
1745,20,0,0.772,-1.219,2,0.99,737,58,0
1745,21,0,0.861,-1.827,4,1.33,834,0,0
1745,22,15.5,0.47,0.119,0,2.13,3274,242,0
1745,23,0,0.92,-2.438,1,0.98,1065,46,0
1745,24,0,0.742,-1.055,0,2.05,969,31,0
1745,25,0,0.933,-2.63,2,1.13,890,0,1
1745,26,0,0.802,-1.4,2,0.76,665,0,0
1745,27,0,0.807,-1.428,6,1.53,834,1,0
1745,28,0,0.809,-1.445,0,1.06,919,34,0
1745,29,0,0.91,-2.318,1,1.24,483,0,0
1745,30,0,0.941,-2.771,2,0.41,307,0,1
1745,31,0,0.946,-2.864,1,1.03,1176,47,1
1745,32,15.3,0.771,-1.216,0,1.67,2911,196,0
1745,33,0,0.823,-1.536,4,1.78,984,32,0
1745,34,0,0.918,-2.41,1,1.37,880,22,0
1745,35,0,0.912,-2.344,5,1.83,1176,33,0
1745,36,0,0.114,2.054,0,1.44,2664,320,0
1745,37,0,0.751,-1.105,2,2.19,2446,103,0
1745,38,0,0.911,-2.33,3,1.69,924,2,0
1745,39,3.1,0.645,-0.598,1,1.07,1966,160,0
1745,40,0,0.637,-0.56,1,0.98,520,0,0
1745,41,0,0.891,-2.101,1,1.39,1240,33,0
1745,42,100,0.646,-0.599,2,0.83,2522,538,0
1745,43,0,0.91,-2.309,3,0.73,410,0,0
1745,44,0,0.869,-1.891,1,2.3,1574,49,0
1745,45,0,0.874,-1.933,5,1.47,967,0,0
1745,46,0,0.585,-0.344,0,1.31,1568,75,0
1745,47,60.2,0.976,-3.699,0,1.53,2293,236,1
1745,48,0,0.931,-2.603,1,1.27,834,0,1
1745,49,0,0.912,-2.34,3,1.35,916,0,0
1745,50,0,0.976,-3.706,2,0.54,332,0,1
1750,1,0,0.899,-2.186,1,1.43,899,0,0
1750,2,0,0.924,-2.5,2,1.46,885,0,0
1750,3,16.1,0.842,-1.672,0,0.95,1545,192,0
1750,4,0,0.321,0.751,0,0.22,447,50,0
1750,5,0,0.806,-1.423,4,2.15,1357,47,0
1750,6,0,0.862,-1.83,0,1.62,881,0,0
1750,7,0,0.474,0.105,0,0.62,1368,140,0
1750,8,0,0.942,-2.788,2,1.22,646,0,1
1750,9,7.1,0.641,-0.58,1,1.29,2710,240,0
1750,10,0,0.785,-1.297,3,1.36,855,0,0
1750,11,0,0.776,-1.244,2,1.43,1595,175,0
1750,12,98,0.846,-1.706,0,0.97,2128,463,0
1750,13,0,0.92,-2.44,1,0.49,413,0,0
1750,14,0,0.923,-2.48,3,1.31,687,0,0
1750,15,0,0.774,-1.23,0,1.39,1966,136,0
1750,16,0,0,6.907,0,1.67,2533,222,0
1750,17,0,0.825,-1.551,4,1.49,950,0,0
1750,18,0,0.652,-0.627,2,1.9,821,0,0
1750,19,0,0.9,-2.199,1,1.29,871,27,0
1750,20,0,0.772,-1.219,2,0.99,737,58,0
1750,21,0,0.861,-1.827,4,1.33,834,0,0
1750,22,14.6,0.465,0.139,0,2.11,3285,242,0
1750,23,0,0.92,-2.438,1,0.98,1065,46,0
1750,24,0,0.742,-1.055,0,2.05,969,31,0
1750,25,0,0.933,-2.63,2,1.13,890,0,1
1750,26,0,0.802,-1.4,2,0.76,665,0,0
1750,27,0,0.807,-1.428,6,1.53,834,1,0
1750,28,0,0.809,-1.445,0,1.06,919,34,0
1750,29,0,0.91,-2.318,1,1.24,483,0,0
1750,30,0,0.941,-2.771,2,0.41,307,0,1
1750,31,0,0.946,-2.864,1,1.03,1176,47,1
1750,32,14.5,0.766,-1.188,0,1.68,2919,196,0
1750,33,0,0.823,-1.536,4,1.78,984,32,0
1750,34,0,0.918,-2.41,1,1.37,880,22,0
1750,35,0,0.912,-2.344,5,1.83,1176,33,0
1750,36,0,0.114,2.054,0,1.44,2664,320,0
1750,37,0,0.751,-1.105,2,2.19,2446,103,0
1750,38,0,0.911,-2.33,3,1.69,924,2,0
1750,39,2.4,0.637,-0.562,1,1.04,1972,160,0
1750,40,0,0.637,-0.56,1,0.98,520,0,0
1750,41,0,0.891,-2.101,1,1.39,1240,33,0
1750,42,100,0.64,-0.574,2,0.76,2526,545,0
1750,43,0,0.91,-2.309,3,0.73,410,0,0
1750,44,0,0.869,-1.891,1,2.3,1574,49,0
1750,45,0,0.874,-1.933,5,1.47,967,0,0
1750,46,0,0.585,-0.344,0,1.31,1568,75,0
1750,47,59.5,0.957,-3.113,0,1.53,2301,236,1
1750,48,0,0.931,-2.603,1,1.27,834,0,1
1750,49,0,0.912,-2.34,3,1.35,916,0,0
1750,50,0,0.976,-3.706,2,0.54,332,0,1
1755,1,0,0.899,-2.186,1,1.43,899,0,0
1755,2,0,0.924,-2.5,2,1.46,885,0,0
1755,3,15.5,0.837,-1.635,0,0.96,1550,192,0
1755,4,0,0.321,0.751,0,0.22,447,50,0
1755,5,0,0.806,-1.423,4,2.15,1357,47,0
1755,6,0,0.862,-1.83,0,1.62,881,0,0
1755,7,0,0.474,0.105,0,0.62,1368,140,0
1755,8,0,0.942,-2.788,2,1.22,646,0,1
1755,9,6.3,0.64,-0.574,1,1.9,2718,240,0
1755,10,0,0.785,-1.297,3,1.36,855,0,0
1755,11,0,0.776,-1.244,2,1.43,1595,175,0
1755,12,97.5,0.841,-1.668,0,0.98,2132,463,0
1755,13,0,0.92,-2.44,1,0.49,413,0,0
1755,14,0,0.923,-2.48,3,1.31,687,0,0
1755,15,0,0.774,-1.23,0,1.39,1966,136,0
1755,16,0,0,6.907,0,1.67,2533,222,0
1755,17,0,0.825,-1.551,4,1.49,950,0,0
1755,18,0,0.652,-0.627,2,1.9,821,0,0
1755,19,0,0.9,-2.199,1,1.29,871,27,0
1755,20,0,0.772,-1.219,2,0.99,737,58,0
1755,21,0,0.861,-1.827,4,1.33,834,0,0
1755,22,13.7,0.46,0.159,0,2.08,3295,242,0
1755,23,0,0.92,-2.438,1,0.98,1065,46,0
1755,24,0,0.742,-1.055,0,2.05,969,31,0
1755,25,0,0.933,-2.63,2,1.13,890,0,1
1755,26,0,0.802,-1.4,2,0.76,665,0,0
1755,27,0,0.807,-1.428,6,1.53,834,1,0
1755,28,0,0.809,-1.445,0,1.06,919,34,0
1755,29,0,0.91,-2.318,1,1.24,483,0,0
1755,30,0,0.941,-2.771,2,0.41,307,0,1
1755,31,0,0.946,-2.864,1,1.03,1176,47,1
1755,32,13.7,0.761,-1.16,0,1.69,2928,196,0
1755,33,0,0.823,-1.536,4,1.78,984,32,0
1755,34,0,0.918,-2.41,1,1.37,880,22,0
1755,35,0,0.912,-2.344,5,1.83,1176,33,0
1755,36,0,0.114,2.054,0,1.44,2664,320,0
1755,37,0,0.751,-1.105,2,2.19,2446,103,0
1755,38,0,0.911,-2.33,3,1.69,924,2,0
1755,39,1.7,0.633,-0.543,1,1.45,1978,160,0
1755,40,0,0.637,-0.56,1,0.98,520,0,0
1755,41,0,0.891,-2.101,1,1.39,1240,33,0
1755,42,99.6,0.633,-0.545,2,1.33,2531,546,0
1755,43,0,0.91,-2.309,3,0.73,410,0,0
1755,44,0,0.869,-1.891,1,2.3,1574,49,0
1755,45,0,0.874,-1.933,5,1.47,967,0,0
1755,46,0,0.585,-0.344,0,1.31,1568,75,0
1755,47,58.8,0.98,-3.915,0,1.53,2309,236,1
1755,48,0,0.931,-2.603,1,1.27,834,0,1
1755,49,0,0.912,-2.34,3,1.35,916,0,0
1755,50,0,0.976,-3.706,2,0.54,332,0,1
1760,1,0,0.899,-2.186,1,1.43,899,0,0
1760,2,0,0.924,-2.5,2,1.46,885,0,0
1760,3,14.9,0.832,-1.599,0,0.97,1554,192,0
1760,4,0,0.321,0.751,0,0.22,447,50,0
1760,5,0,0.806,-1.423,4,2.15,1357,47,0
1760,6,0,0.862,-1.83,0,1.62,881,0,0
1760,7,0,0.474,0.105,0,0.62,1368,140,0
1760,8,0,0.942,-2.788,2,1.22,646,0,1
1760,9,5.5,0.635,-0.554,1,1.88,2728,240,0
1760,10,0,0.785,-1.297,3,1.36,855,0,0
1760,11,0,0.776,-1.244,2,1.43,1595,175,0
1760,12,96.9,0.836,-1.631,0,0.99,2137,463,0
1760,13,0,0.92,-2.44,1,0.49,413,0,0
1760,14,0,0.923,-2.48,3,1.31,687,0,0
1760,15,0,0.774,-1.23,0,1.39,1966,136,0
1760,16,0,0,6.907,0,1.67,2533,222,0
1760,17,0,0.825,-1.551,4,1.49,950,0,0
1760,18,0,0.652,-0.627,2,1.9,821,0,0
1760,19,0,0.9,-2.199,1,1.29,871,27,0
1760,20,0,0.772,-1.219,2,0.99,737,58,0
1760,21,0,0.861,-1.827,4,1.33,834,0,0
1760,22,12.8,0.455,0.179,0,2.05,3306,242,0
1760,23,0,0.92,-2.438,1,0.98,1065,46,0
1760,24,0,0.742,-1.055,0,2.05,969,31,0
1760,25,0,0.933,-2.63,2,1.13,890,0,1
1760,26,0,0.802,-1.4,2,0.76,665,0,0
1760,27,0,0.807,-1.428,6,1.53,834,1,0
1760,28,0,0.809,-1.445,0,1.06,919,34,0
1760,29,0,0.91,-2.318,1,1.24,483,0,0
1760,30,0,0.941,-2.771,2,0.41,307,0,1
1760,31,0,0.946,-2.864,1,1.03,1176,47,1
1760,32,12.9,0.756,-1.133,0,1.7,2936,196,0
1760,33,0,0.823,-1.536,4,1.78,984,32,0
1760,34,0,0.918,-2.41,1,1.37,880,22,0
1760,35,0,0.912,-2.344,5,1.83,1176,33,0
1760,36,0,0.114,2.054,0,1.44,2664,320,0
1760,37,0,0.751,-1.105,2,2.19,2446,103,0
1760,38,0,0.911,-2.33,3,1.69,924,2,0
1760,39,0.9,0.633,-0.544,1,1.43,1985,160,0
1760,40,0,0.637,-0.56,1,0.98,520,0,0
1760,41,0,0.891,-2.101,1,1.39,1240,33,0
1760,42,98.9,0.633,-0.547,2,1.24,2538,546,0
1760,43,0,0.91,-2.309,3,0.73,410,0,0
1760,44,0,0.869,-1.891,1,2.3,1574,49,0
1760,45,0,0.874,-1.933,5,1.47,967,0,0
1760,46,0,0.585,-0.344,0,1.31,1568,75,0
1760,47,62.5,0.964,-3.296,0,1.51,2316,240,1
1760,48,0,0.931,-2.603,1,1.27,834,0,1
1760,49,0,0.912,-2.34,3,1.35,916,0,0
1760,50,0,0.976,-3.706,2,0.54,332,0,1
1765,1,0,0.899,-2.186,1,1.43,899,0,0
1765,2,0,0.924,-2.5,2,1.46,885,0,0
1765,3,14.3,0.827,-1.563,0,0.97,1559,192,0
1765,4,0,0.321,0.751,0,0.22,447,50,0
1765,5,0,0.806,-1.423,4,2.15,1357,47,0
1765,6,0,0.862,-1.83,0,1.62,881,0,0
1765,7,0,0.474,0.105,0,0.62,1368,140,0
1765,8,0,0.942,-2.788,2,1.22,646,0,1
1765,9,4.6,0.629,-0.526,1,1.86,2737,240,0
1765,10,0,0.785,-1.297,3,1.36,855,0,0
1765,11,0,0.776,-1.244,2,1.43,1595,175,0
1765,12,96.3,0.831,-1.595,0,0.99,2142,463,0
1765,13,0,0.92,-2.44,1,0.49,413,0,0
1765,14,0,0.923,-2.48,3,1.31,687,0,0
1765,15,0,0.774,-1.23,0,1.39,1966,136,0
1765,16,0,0,6.907,0,1.67,2533,222,0
1765,17,0,0.825,-1.551,4,1.49,950,0,0
1765,18,0,0.652,-0.627,2,1.9,821,0,0
1765,19,0,0.9,-2.199,1,1.29,871,27,0
1765,20,0,0.772,-1.219,2,0.99,737,58,0
1765,21,0,0.861,-1.827,4,1.33,834,0,0
1765,22,11.9,0.45,0.199,0,2.09,3316,242,0
1765,23,0,0.92,-2.438,1,0.98,1065,46,0
1765,24,0,0.742,-1.055,0,2.05,969,31,0
1765,25,0,0.933,-2.63,2,1.13,890,0,1
1765,26,0,0.802,-1.4,2,0.76,665,0,0
1765,27,0,0.807,-1.428,6,1.53,834,1,0
1765,28,0,0.809,-1.445,0,1.06,919,34,0
1765,29,0,0.91,-2.318,1,1.24,483,0,0
1765,30,0,0.941,-2.771,2,0.41,307,0,1
1765,31,0,0.946,-2.864,1,1.03,1176,47,1
1765,32,12.1,0.751,-1.106,0,1.7,2945,196,0
1765,33,0,0.823,-1.536,4,1.78,984,32,0
1765,34,0,0.918,-2.41,1,1.37,880,22,0
1765,35,0,0.912,-2.344,5,1.83,1176,33,0
1765,36,0,0.114,2.054,0,1.44,2664,320,0
1765,37,0,0.751,-1.105,2,2.19,2446,103,0
1765,38,0,0.911,-2.33,3,1.69,924,2,0
1765,39,0.3,0.626,-0.513,1,1.06,1990,160,0
1765,40,0,0.637,-0.56,1,0.98,520,0,0
1765,41,0,0.891,-2.101,1,1.39,1240,33,0
1765,42,98.2,0.626,-0.513,2,1.16,2543,546,0
1765,43,0,0.91,-2.309,3,0.73,410,0,0
1765,44,0,0.869,-1.891,1,2.3,1574,49,0
1765,45,0,0.874,-1.933,5,1.47,967,0,0
1765,46,0,0.585,-0.344,0,1.31,1568,75,0
1765,47,62.8,0.962,-3.222,0,1.5,2324,241,1
1765,48,0,0.931,-2.603,1,1.27,834,0,1
1765,49,0,0.912,-2.34,3,1.35,916,0,0
1765,50,0,0.976,-3.706,2,0.54,332,0,1
1770,1,0,0.899,-2.186,1,1.43,899,0,0
1770,2,0,0.924,-2.5,2,1.46,885,0,0
1770,3,13.7,0.822,-1.529,0,0.97,1564,192,0
1770,4,0,0.321,0.751,0,0.22,447,50,0
1770,5,0,0.806,-1.423,4,2.15,1357,47,0
1770,6,0,0.862,-1.83,0,1.62,881,0,0
1770,7,0,0.474,0.105,0,0.62,1368,140,0
1770,8,0,0.942,-2.788,2,1.22,646,0,1
1770,9,8.6,0.658,-0.653,2,1.8,2746,245,0
1770,10,0,0.785,-1.297,3,1.36,855,0,0
1770,11,0,0.776,-1.244,2,1.43,1595,175,0
1770,12,95.7,0.826,-1.559,0,1,2147,463,0
1770,13,0,0.92,-2.44,1,0.49,413,0,0
1770,14,0,0.923,-2.48,3,1.31,687,0,0
1770,15,0,0.774,-1.23,0,1.39,1966,136,0
1770,16,0,0,6.907,0,1.67,2533,222,0
1770,17,0,0.825,-1.551,4,1.49,950,0,0
1770,18,0,0.652,-0.627,2,1.9,821,0,0
1770,19,0,0.9,-2.199,1,1.29,871,27,0
1770,20,0,0.772,-1.219,2,0.99,737,58,0
1770,21,0,0.861,-1.827,4,1.33,834,0,0
1770,22,11.1,0.445,0.219,0,2.09,3326,242,0
1770,23,0,0.92,-2.438,1,0.98,1065,46,0
1770,24,0,0.742,-1.055,0,2.05,969,31,0
1770,25,0,0.933,-2.63,2,1.13,890,0,1
1770,26,0,0.802,-1.4,2,0.76,665,0,0
1770,27,0,0.807,-1.428,6,1.53,834,1,0
1770,28,0,0.809,-1.445,0,1.06,919,34,0
1770,29,0,0.91,-2.318,1,1.24,483,0,0
1770,30,0,0.941,-2.771,2,0.41,307,0,1
1770,31,0,0.946,-2.864,1,1.03,1176,47,1
1770,32,11.3,0.674,-0.725,1,1.69,2953,196,0
1770,33,0,0.823,-1.536,4,1.78,984,32,0
1770,34,0,0.918,-2.41,1,1.37,880,22,0
1770,35,0,0.912,-2.344,5,1.83,1176,33,0
1770,36,0,0.114,2.054,0,1.44,2664,320,0
1770,37,0,0.751,-1.105,2,2.19,2446,103,0
1770,38,0,0.911,-2.33,3,1.69,924,2,0
1770,39,0,0.627,-0.52,1,1.04,1994,160,0
1770,40,0,0.637,-0.56,1,0.98,520,0,0
1770,41,0,0.891,-2.101,1,1.39,1240,33,0
1770,42,98.9,0.644,-0.591,1,0.99,2549,548,0
1770,43,0,0.91,-2.309,3,0.73,410,0,0
1770,44,0,0.869,-1.891,1,2.3,1574,49,0
1770,45,0,0.874,-1.933,5,1.47,967,0,0
1770,46,0,0.585,-0.344,0,1.31,1568,75,0
1770,47,62,0.974,-3.615,0,1.49,2331,241,1
1770,48,0,0.931,-2.603,1,1.27,834,0,1
1770,49,0,0.912,-2.34,3,1.35,916,0,0
1770,50,0,0.976,-3.706,2,0.54,332,0,1
1775,1,0,0.899,-2.186,1,1.43,899,0,0
1775,2,0,0.924,-2.5,2,1.46,885,0,0
1775,3,13.1,0.817,-1.495,0,0.98,1569,192,0
1775,4,0,0.321,0.751,0,0.22,447,50,0
1775,5,0,0.806,-1.423,4,2.15,1357,47,0
1775,6,0,0.862,-1.83,0,1.62,881,0,0
1775,7,0,0.474,0.105,0,0.62,1368,140,0
1775,8,0,0.942,-2.788,2,1.22,646,0,1
1775,9,12.8,0.659,-0.66,2,1.62,2755,250,0
